variant,fbmplut2056,eufdeperfca2108,abs583,lub1314,pbnlat15467,pnkxxiiif204,fsuincquart706a,mbsclm19414,lol490,rsa6519,nbl1183,pbm305,pbnlat14435,mbelat693,eufdeperfca2079,lblcotrollxiv12,pnkiiie5,fub36a,khaw247,lbm445,won363,lblroy14bix,mbsclm16223,CCC83,bsbtheollatfol64,dclbii33,culdd116,pbnlat5101,swltheolphil2122,vbb342,penmasson71,gflchaa16,lblhar658,pfllewe202,mrmmik6365,kac696,lol390,won364,CCC503,mbm89,dul190,vbapallat1723,fbmplut1511,lbladd14819,whafol70,avr166,pbnlat10431,chltyp216,bwaw796,pfllewe72,mbscgm564,mbsclm8201,vbapallat963,ctcb155,won1548,abs128,nblmar26,mjrgast2037,tburps75iii,won378,fbrricc236,gflchaa4,aux145,mbsclm314,akbwettf9,mbsclm2660,ctcb154,no signature yet,mbsclm14969,pbnlat15637,aux146,mlm4989,vbavatlat1972,mbsclm28173,cmb183,bas4,lubapel1,pbnlat15254,lbladd606281,cma1973,pbnlat297,ccc29,lblcotvitciii,bun762,hubsalix40,pba1234,vbavatlat3782,CCC437,fsugermquart13,whaguelf360helm,culdd812,vbavatlat3783
septi formi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,-,-,-,-,-,-,-,-,-,-,1,-,-,-,0,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,1,-,0,-,-,-,-,0,-
suum,1,-,1,-,1,1,-,1,-,1,1,-,-,1,-,-,1,-,-,-,-,1,1,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,1,-,-,1,-,-,1,-,1,-,-,-,1,1,-,-,1,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,1,-,-,0,-,-,1,1,1,-,-,-,-,-,-,1,-,-,-,-,-
minus peccauit quia,0,-,0,-,0,0,-,0,-,0,0,-,-,0,-,-,0,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,-,-,0,-,-,0,-,0,-,-,-,0,0,-,-,0,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-,0,-,-,1,-,-,0,0,0,-,-,-,-,-,-,0,-,-,-,-,-
se ptiformi,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-
abel,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-
septiformi,1,1,1,-,1,1,1,1,1,-,1,1,1,1,1,1,1,1,1,1,1,1,1,-,1,1,1,1,1,1,1,1,1,-,1,-,1,1,1,1,-,1,1,1,1,1,1,1,1,1,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,1,-,1,1,1,-,-,1,1,1,1,1,1,1,-,1,1,1,1,1,1,1,1
peccato,1,1,1,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,-,1,1,1,1,1,1,-,1,1,1,1,0,1,1,1,1,-,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-,-,1,-,1,1,1,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
pe ccato,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pecatto,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peccato,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peccatointerfecit,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pecca to,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,-,0,0,0,0,1,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pec cato,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inter fecit,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
interficit c,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,1,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
oraditur,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
interfecit,1,1,1,-,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,-,1,1,1,0,1,0,-,1,1,1,1,1,1,1,1,1,-,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,-,-,1,-,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-
in,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,1,0,0,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,-,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
interfecit,0,0,0,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
q,0,-,0,-,0,0,-,1,-,0,0,-,-,0,0,-,-,-,-,-,-,0,0,-,0,-,0,-,-,-,0,0,0,0,-,0,-,0,-,-,-,-,-,-,-,0,-,0,-,-,-,0,0,-,-,0,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0,0,-,0,-,0,0,0,0,-,-,-,-,-,-,0,-,-,-,0,-
quorum,0,-,0,-,0,0,-,0,-,1,0,-,-,0,0,-,-,-,-,-,-,0,0,-,0,-,0,-,-,-,0,0,0,0,-,0,-,0,-,-,-,-,-,-,-,0,-,0,-,-,-,0,0,-,-,0,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0,0,-,0,-,0,0,0,0,-,-,-,-,-,-,0,-,-,-,0,-
quis,0,-,0,-,0,0,-,0,-,0,0,-,-,0,1,-,-,-,-,-,-,0,0,-,0,-,0,-,-,-,0,0,0,0,-,0,-,0,-,-,-,-,-,-,-,0,-,0,-,-,-,0,0,-,-,0,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0,0,-,0,-,0,0,0,0,-,-,-,-,-,-,0,-,-,-,0,-
maledictus,0,-,0,-,0,0,-,0,-,0,0,-,-,0,0,-,-,-,-,-,-,0,0,-,0,-,0,-,-,-,0,1,0,0,-,0,-,0,-,-,-,-,-,-,-,0,-,0,-,-,-,0,0,-,-,0,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0,0,-,0,-,0,0,0,0,-,-,-,-,-,-,0,-,-,-,0,-
terfecit,0,-,0,-,0,0,-,0,-,0,0,-,-,0,0,-,-,-,-,-,-,0,0,-,0,-,0,-,-,-,0,0,0,0,-,0,-,1,-,-,-,-,-,-,-,0,-,0,-,-,-,0,0,-,-,0,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0,1,-,0,-,0,0,0,0,-,-,-,-,-,-,0,-,-,-,0,-
quam,0,-,0,-,0,0,-,0,-,0,0,-,-,0,0,-,-,-,-,-,-,0,0,-,0,-,0,-,-,-,0,0,0,0,-,0,-,0,-,-,-,-,-,-,-,0,-,0,-,-,-,0,0,-,-,0,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0,0,-,0,-,1,0,0,0,-,-,-,-,-,-,0,-,-,-,0,-
post ea,0,-,0,-,0,0,-,0,-,0,0,-,-,0,0,-,-,-,-,-,-,0,0,-,0,-,0,-,-,-,0,0,0,0,-,1,-,0,-,-,-,-,-,-,-,0,-,0,-,-,-,0,0,-,-,0,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0,0,-,0,-,0,0,0,0,-,-,-,-,-,-,0,-,-,-,0,-
anno  ad cxxx,0,-,0,-,0,0,-,0,-,0,1,-,-,0,0,-,-,-,-,-,-,0,0,-,0,-,0,-,-,-,0,0,0,0,-,0,-,0,-,-,-,-,-,-,-,0,-,0,-,-,-,0,0,-,-,0,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0,0,-,0,-,0,0,0,0,-,-,-,-,-,-,0,-,-,-,0,-
qui,1,-,0,-,1,1,-,0,-,0,0,-,-,1,0,-,-,-,-,-,-,1,0,-,1,-,1,-,-,-,1,0,1,0,-,0,-,0,-,-,-,-,-,-,-,1,-,1,-,-,-,1,1,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,0,-,0,-,0,1,1,1,-,-,-,-,-,-,0,-,-,-,1,-
et,0,-,1,-,0,0,-,0,-,0,0,-,-,0,0,-,-,-,-,-,-,0,0,-,0,-,0,-,-,-,0,0,0,1,-,0,-,0,-,-,-,-,-,-,-,0,-,0,-,-,-,0,0,-,-,0,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0,0,-,0,-,0,0,0,0,-,-,-,-,-,-,0,-,-,-,0,-
quidam penam equam durasse usquam ad septiam gnatom quorum septem,0,-,0,-,0,0,-,0,-,0,0,-,-,0,0,-,-,-,-,-,-,0,1,-,0,-,0,-,-,-,0,0,0,0,-,0,-,0,-,-,-,-,-,-,-,0,-,0,-,-,-,0,0,-,-,0,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0,0,-,0,-,0,0,0,0,-,-,-,-,-,-,0,-,-,-,0,-
postea uagus,0,-,0,-,0,0,-,0,-,0,0,-,-,0,0,-,-,-,-,-,-,0,0,-,0,-,0,-,-,-,0,0,0,0,-,0,-,0,-,-,-,-,-,-,-,0,-,0,-,-,-,0,0,-,-,0,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0,0,-,0,-,0,0,0,0,-,-,-,-,-,-,1,-,-,-,0,-
imo,0,-,0,-,0,0,-,0,-,0,0,-,-,0,0,-,-,-,-,-,-,0,0,-,0,-,0,-,-,-,0,0,0,0,-,0,-,0,-,-,-,-,-,-,-,0,-,0,-,-,-,0,0,-,-,0,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0,0,-,1,-,0,0,0,0,-,-,-,-,-,-,0,-,-,-,0,-
non recte,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
soror eius delbora anno uite eiusdem coxxxo cain,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
diuisit inuidit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
diuiste,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dolo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nocauit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
uocauit ocudit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
occidit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
negauit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
abel,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
et,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,0,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
despauit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,1,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-
desperauit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-
luxerunt eum adam,0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,0,1,0,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,-,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0
postquam,0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,-,0,-,0,0,1,-,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0
postea,1,1,1,-,1,1,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,1,1,1,1,1,1,1,1,-,1,0,1,-,1,1,1,1,-,1,1,1,1,1,1,1,1,1,-,1,1,1,1,1,1,1,-,1,1,1,1,1,1,1,1,-,-,1,-,1,1,0,-,1,1,1,1,1,1,1,1,1,1,1,-,1,1,1,1,1
uagui,-,-,-,-,-,-,-,-,-,0,-,-,-,1,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ua gus,-,-,-,-,-,-,-,-,-,0,-,-,-,0,0,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fagus,-,-,-,-,-,-,-,-,-,1,-,-,-,0,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
factus,-,-,-,-,-,-,-,-,-,0,-,-,-,0,1,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
hoc,-,-,-,-,-,-,-,-,-,0,-,-,-,0,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
uagus,1,1,1,-,1,1,-,1,1,-,1,1,1,-,-,1,-,1,1,1,1,1,-,1,1,1,1,1,1,1,1,1,1,-,1,1,1,1,1,1,-,1,1,1,1,1,1,1,1,1,-,1,1,1,1,1,1,1,1,1,1,1,1,1,-,1,1,-,-,1,-,1,1,1,-,-,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
instabilis super,0,0,0,-,0,0,-,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,-,0,-,0,0,0,-,-,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
terram,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,0,-,0,-,0,-,-,-,0,-
eet,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,0,-,0,-,0,-,-,-,0,-
terramfactus postquam,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,0,-,0,-,1,-,-,-,0,-
et,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,1,-,1,-,0,-,-,-,1,-
instbilis factis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,0,-,0,-,0,-,-,-,1,-
eua centum annis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,0,-,0,-,0,-,-,-,0,-
a domino,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,0,-,0,-,1,-,-,-,0,-
insta bilis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,0,-,0,-,0,-,-,-,0,-
instab ilis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,0,-,0,-,0,-,-,-,0,-
instabilis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,1,-,1,-,0,-,-,-,0,-
et,1,1,1,-,1,1,-,1,1,1,1,-,1,1,-,1,1,1,1,1,1,1,-,1,1,1,1,1,1,1,1,-,1,1,0,1,1,1,1,1,-,1,1,1,1,-,1,1,1,1,-,1,1,1,-,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,1,1,-,1,-,1,1,1,-,1,0,1,0,1,-,1,1,1,-,1
factus,0,0,0,-,0,0,-,0,0,0,0,-,0,0,-,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,1,0,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,0,0,-,0,-,0,0,0,-,0,1,0,1,0,-,0,0,0,-,0
est,0,0,0,-,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,1,0,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,-,0,1,0,0,0,0,0,-,0,-,0,1,0,0,0,-,0
tunc natus,0,0,0,-,0,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,0,1,0,0,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,-,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-,0
instabilis,1,1,1,-,1,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,1,1,1,1,1,1,1,1,-,1,0,0,1,1,1,1,1,-,1,1,1,1,-,1,1,1,1,-,1,1,1,-,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,1,1,1,-,1,0,1,1,1,1,1,-,1,-,0,0,1,1,1,-,1
